리뷰 번호,리뷰 원문,카테고리
102423,배송은 좀늦었지만  열지않고 내부를볼수있어 인테리어효과에 넉넉한용량수납하기편리해서 아주좋아요,디자인and공간효율성and공간효율성
102425,배송은 20일 정도 걸렸지만 제품에 만족합니다 요즘 냉장고가 메탈색이라서 다른거 찾고 싶었는데 흰색 너무 깔끔하게 이뻐요 매직스페이스도 너무 좋네요 설치도 엘지기사님에 깔끔하게 해주고 가셨어요 냉장고 고민하시면 저렴하게 딱 좋습니다 많이 파세요,디자인
102428,배송도 일주일도 안 걸리고 정말 빠르고 친절해서 좋았습니다 크기도 커서 처음엔 너무 큰 거 아닌가 했는데 막상 장보고 냉장고 채우니 딱 좋네요,공간효율성
102433,배송두 만족스럽고 색상이 생각보다 이쁘네요 타사이트보다 저렴하게 잘샀네요,디자인
102439,깔끔하니 좋습니다 메탈이라 튼튼하지는 않은것 같네요,견고성and견고성
102451,1인 가구나 요리 많이 안하는 가정에 최적화된 크기에용 냉동식품 잘 안먹는데도 냉동실은 좀 작은 감이 있네요 배송해주시는 분들도 친절하시고 원하는 시간에 배송해주셨습니다,공간효율성
102454,기사님도 너무 친절하시고 제품도 좋아요 근데 소음이 좀 있네요,소음
102456,5월13일 배송된다 문자왔었는데 실배송은 5월4일 완료 되었어요 기사님 두분이 오셔서 친절하게 배송해 주셨고 냉장고 소음이나 이런거는 타 제품에 비해 크지도 작지도 않네요그냥 일반적인 정도 같아요 안 시원하다는 평이 있던데 그정도는 아닌것 같아요,소음
102461,4월 29일 결제후 오늘 5월4일 설치했습니다이전 삼성냉장고 686짜리 10년 딱 사용하다 as기사님께 냉장고만 사형선고받고 비슷한크기 찾다 넘 크나싶지만 걍 저렴한가격이라 구입했는데 좋네요깊이도 이전에비해 정말 깊은게 용량차이가 나네요 기사님은 당연히 친절하셨고 크기때문에  앞툭튀 많이 걱정했는데 걱정할정도는 아니었네요 저렴한가격에 설치잘받았습니다  감사합니다,공간효율성and공간효율성
102467,잘 스고 있습니다 크기가 너무커서 장소 많이 차지합니다,공간효율성and공간효율성
102469,지정배송날짜에  맞춰주셨어요디쟌 깔끔하고 이뻐요 4도어하려다 불편할것같아 양문형에 매직스페이스로 수납이 많이되서 너무편하고 좋아요 그런데 문짝이 무거워서인건지 문이좀 쾅 닫히는 느낌 항상 모든가전을 S사꺼만 썼는데 LG도 좋네요,디자인and디자인and공간효율성and공간효율성and동작편리성and동작편리성
102470,새아파트로 이사가면서 기존에 냉장고를 쓸까 말까 고민하다 새아파튼데 기분내려고 얼음정수기냉장고를 구입하였습니다주방과 색상이 너무 잘맞고 매치가 잘돼네요 복잡하지않고 심플하고 너무 좋습니다크기도 저희 가족에게 딱입니다강추합니다  뒷번호 1158 입니다,디자인and디자인and디자인and공간효율성
102472,배송전에 계속 배송언제 받을수 있는지 통화를 여러번했는데그 과정에서 좀 짜증이났네요 제품은 써봐야겠지만 디자인은 이뻐요  조금 저렴한 다른제품사려다 가전은 lg이니 믿고 샀어요사은품보내주세요 구매번호3,디자인
102474,제가 원하는 날짜에 맞춰 주셨고 계단이 좁아서 들고 들어오기 어려우셨을 텐데 아무탈 없이 잘 설치 해주셨습니다  제가 생각했던 것 보다 냉장고가 크네요   엘지 좋아요,공간효율성
102480,저는 4도어 3년정도 썼는데요 장점은 냉장칸을 엄청 넓게 쓸수 있어요 단점은 냉동실이 좁아요 그래서 냉동실 한칸을 김치냉장고 설정으로 바꾸고 냉동고를 하나 따로 사서 쓰니 딱 좋아요,공간효율성and공간효율성and공간효율성
102481,잘써야겠어요생각했던것보다 크고 고급스럽네요잘써야겠어요,공간효율성and디자인
102483,잘받았습니다 깔끔하고좋네요,디자인
102487,일단 저는 배송일정이 정확해야 했는데 맞춰서 받아구요기사님들 친절하시고 물건 안전하게 왔습니다디자인 하고 색상이 너무 고급지고 이가격에 샀다니 지인들은 믿질 않으시네요냉장고 넓어서 이것저것 다넣어서 좋고 계란넣는통이 특히하고 신기하네요 여러기능도 있고 너무좋습니다,디자인and공간효율성and디자인and디자인
102488,인기상품이라 지정일날 배송이 안오면 어쩌나 했는데 딱 맞춰 왔습니다상품도 좋고 소리도 안나고 오배송기사님들도 진짜 친절했어요,소음
102491,엘지 냉장고 10년  넘게  쓰다가  고장나서  새로사려고  몇달째냉장고 고른다가  고른게  엘지  이 냉장고 입니다위메프에서  저렴한  가격에  살수  있어서  만족합니다제가  눈에  안보이는것은  쳐박혀있으면  몰라서  안먹고  버리는  경우가  많은데  4도어라 한눈에  보이는것이  가장  만족스럽습니다 그리고  덩치큰 800L급  냉장고는 부담스러운데 빌트인이라 적당한  사이즈에 넓게 쓸수 있어서  실용적이고  합리적은거  같습니다앞으로도 냉장고는  계속  엘지꺼  사용하려구요즐거운  쇼핑되세요,공간효율성and공간효율성and공간효율성and공간효율성
102492,요즘 유행하는 상냉장 하냉동 방식이라 편합니다매직스페이스도 있고가격저렴하게 잘산것같아요은은한 펄이있어서 고급져보여요배송기사님이 수평맞춰서 꼼꼼하게 설치해주시고 버튼설명도 잘해주셨어요,디자인and디자인
102496,소음 없음 대형보단 작지만 3인가족이 쓰기엔 딱이다 먹을 만큼만 사서 보관 함이 젤 조음,소음and공간효율성
102501,색상도 이쁘고 사이즈도 원하던바예요,디자인
102503,가전은 몽땅 엘쥐라서 김냉도 냉큼 주저없이 골랐네요 사이즈도 적절하고 공간도 많이 차지하지 않아서 굿굿 이제 내일부터 김치며 과일 잔뜩쟁겨서 신선하게 보관맛난 김치먹을 수 있겠어요,공간효율성and공간효율성
102508,배송 요청한 날에 정확히 배송되었고 설치 기사님도 친절하셨어요 정수기얼음이 가능하다는 것 때문에 구매하였는데 대만족입니다 빌트인은 아니지만 그 공간에 적당하고요 사이즈는 2인3인 정도의 가족에 적당할 것 같습니다 ,공간효율성and공간효율성
102513,배송이 빠르며설치하시는 기사님이 매우 친절하셨어요설치하는 곳이 장소가 협소함에도 잘 설치해주셨어요냉장고도 외관이 요즘 유행하는 메탈로 되어 있어 세련되고 이뻐요기능도 좋으리라 생각합니다,디자인and디자인
102515,구매번호1이렇게 냉장고가 늦게 올줄 몰랐어요 이사하고 한달째 냉장고 없이 사는데 엄청 힘들었네요 그치만 워낙 폭이 큰 냉장고를 안좋아해서 기다린 끝에 이렇게 예쁜 아이가 도착했네요 배송이 늦다는거 빼고는 흠 잡을데가 없네용 건승하세요,디자인
102526,디자인이 예뻐요할인카드로 저렴하게 잘샀습니다기사님도 많이 친절하셨습니다,디자인
102527,디자인도 깔끔해서 어디에나 잘 어울릴 것 같아요 배송해주시는 기사님들도 굉장히 친절하셨고 사용하는 방법도 꼼꼼히 알려주셨어요 품질 가격 디자인 배송까지 모두 마음에 듭니다,디자인and디자인
102528,다음주쯤에 올꺼라고 생각했는데 생각보다 빨리 왔어요시간 정확히맞혀서 오시고  기사님께서 넘 친절하고 좋았네요냉장고 크고 가성비  갑인 냉장고라 생각됩니다,공간효율성
102530,넘나좋아용  이쁩니당 그리고 배송시간도 철저하게 지켜주셔썽여 감사합니다 기사님들도 너무 친절해서 좋아요,디자인
102531,너무 좋네요 큰 거 필요없어서 양문형 아닌 걸로 찾아 구매한 건데 디자인 색도 이쁘고 성능도 좋아요,디자인
102532,가정용 냉장고는 냉동식품 보관 장소가 부족해 엘지 200L 냉동고 구입했는데 이쁘고 깔끔하네요,디자인and디자인
102536,190423 주문해서 190503 도착예상보다 일찍 도착해서 만족설치도 깔끔하게해서 만족색상도 예상보다 이뻐서 만족20년동안 고장없이 잘 사용하면 대만족,디자인
102537,2일주문 5일설치설치기사님들 주말에 as도 안되는차고장으로 10km주행에도 불구하고꼼꼼히 설치해주시고 설명해주셔서 감사합니다슬라이딩칸과 계란수납도 편리하게 얼음칸사용도 쉽게 잘되있네요사업 번창하시길,조립성
102538,흰색인데 아주 괜찮아요 수납공간이 넓어 좋아요 특히 매직스페이스 기능이 너무 마음에 드네요,디자인and공간효율성
102541,10년을 넘게 쓴 냉장고 드디어 바꿨네요화이트 색상 너무 이쁩니다 번창하세요  주문번호,디자인
102544,하이마트 매장가서 보고 주문했어요 30만원 이상 싸게 산 것 같아요  쓰던건 용량이 작았는데 바꾸니 여유있고 좋아요,소음and공간효율성
102545,원래 815리터짜리 냉장고를 주문했었는데 너무 커서 새로 이사온 집에 못들어온다 하여 반송하고 신청한 냉장고입니다그런데 충분히 큽니다815리터 샀으면 후회했을 뻔 했네요실제로 보면 온라인에서 본 것보다 좀 더 광택이 나는 디자인입니다 고급스러워보이고 좋네요배송도 빠르고 기사님도 친절하십니다평형계 같은 걸로 평형도 맞춰주시고 설치 완료 후 LG로 사진 찍어서 보내시더라구요 서비스 시스템이 잘 되어있다는 것을 느꼈습니다강추합니다,공간효율성and디자인and디자인
102546,품질 디자인 가격 배송 전부 마음에 들어요 주문후 3일만에 도착했어요 기존 사용하는 냉장고컬러에 맞춰 구매해서 더욱 좋구요 품질은 아직 사용전이라  빠른 배송 감사합니다,디자인
102550,직접설치하고보니 너무 예쁘네요매우 만족입니다,디자인
102555, 단촐한 식구수에 맞춰 큰 것 보다는 실용적으로 구매했습니다 주방 사용 빈도에 맞춰서 상단에 냉장실 하단에 냉동실을 배치해서 너무 사용하기 편리하구요 또 하나 매직스페이스 기능이 있어서 절전까지 할 수 있을 거 같아 매우 만족합니다,동작편리성and동작편리성and동작편리성
102556,주문번호생각보다 많이 커요 넓어서 많이 넣어서 좋아요 메탈이랑 화이트중 1주일 넘게 고민했는데 화이트 색상 괜찮네요 아주 만족해요15년만에 바꿨는데 이것도 오래 썼으면 좋겠어요,공간효율성and공간효율성and디자인
102557,주말농장에서 쓰려고샀는데 용량도 크고 괜찮네요,공간효율성
102562,배송전에 계속 배송언제 받을수 있는지 통화를 여러번했는데그 과정에서 좀 짜증이났네요 제품은 써봐야겠지만 디자인은 이뻐요  조금 저렴한 다른제품사려다 가전은 lg이니 믿고 샀어요사은품보내주세요 구매번호,디자인
102563,친정집의 급작스런 냉장고 고장으로 급하게 알아보다 구매하였습니다 제가 직접 사진을 찍을 수 없어 이쁘게 나오지 않았을뿐 색상도 안에 구성도 엄마가 너무 좋아하십니다 가능한 빨리 배송받고 싶어 14일에 주문후 전화문의 드렸더니 주문이 많이 밀려있어서 4월 말부터 배송된다고 하심에 사알짝 고민이었으나 이런제품 이가격이면 누구든 원할거란 생각에 기다리기로 하였습니다 감사하게도 생각보다 빠른 22일에 배송받았고 이전 냉장고보다 훨씬 편리하시다며 잘 사용중 이라 하십니다,기타
102564, ivy5157  구매하시는데 도움이 됐으면 좋겠습니다  배송4월 15일 주문하여 5월 1일 도착15일 걸렸어요많이 기다렸지만 받아보고 아쉬운 맘이 싹 사라졌어요 설치기사님 두 분 오셔서 수거할 냉장도 몇 분만에 뚝딱 분해해서 금방 가져가셨고 설치도 금방 하셨어요 수고하셨습니다 노동자의 날에 오셨네요 사용 후기3일 사용설치하고 음식 넣기 전 첨 12시간 정도 소음이 발생해서 전에 냉장고보다 소리가 크구나 생각했는데 첨 가동할 때만 발생하고 나중은 조용했어요 전에 사용한 냉장고는 660리터여서 물건 몇 개 넣으면 찾기도 힘들도 내부도 꽉차서 힘들었는데 시원한 내부 공간 때문에 있는 물건 다 옮겨 넣어도 내부가 텅텅 비네요이렇게 60프로 정도만 유지하려고 해요또 전에 냉장고가 고장나지도 않고 1등69000원급이여서 구매를 오랫동안 망설였는데 이 모델은 3등급62000원이지만 2011년도 1등급보다 효율이 더 좋네요 고민했던 시간들이 아까워요소스 종류가 많아 자리 많이 차지 했는데 냉장고 왼쪽 수납공간이 널찍널찍해서 다 수납이 되니 좋네요냉동고에 책꽃이 넣어서 수납하니 물건 찾기도 편하고 깔끔해서 좋네요사진첨부해요설치 후 12시간 있다가 물건 넣어야 냄새 베지 않는다고 합니다 아쉬운점손자국이 남아요 심할 정도는 아니지만 손 얼룩이 좀 남아요참 문이 덜 닫혔을 때 자동으로 닫히지 않는 것은 좀 아쉬워요 차후 개선되리라 생각됩니다 다음에도 LG 냉장고를 사게 될테니까요 가전은 역시 LG인덕션 이벤트는 어떻게 되나요30일 지나서 도착했는데요받고 싶어요,소음and소음and공간효율성and공간효율성and디자인and디자인and동작편리성
102565,적당한크기 만족합니다,공간효율성
102571,작지만 실용성있는 최고의 냉장고,조립성
102572,실버 색상 냉장고 말고 화이트톤 매직스페이스 냉장고를 찾고있었는데 이제품이 딱 눈에 띄어 구매하게 되었습니다 일단 외관이 너무 예쁘고요 크기도 커서 만족스럽습니다 실버색상 메탈 냉장고보다 기스나 흠집 표시도 덜 날 것 같아요 배송기사분들도 넘 친절하셔서 좋았어요 화이트톤 냉장고를 찾는 분들께 완전 추천드립니다 좋은 제품 감사합니다    입니다,디자인
102574,외관도 좋고 칸칸이 냉장 냉동 채소 곡식 김치칸 조정 가능하고 가성비 좋네요 어머니께서 만족해 하세요,조립성and디자인
102575,외관도 좋고 칸칸이 냉장 냉동 채소 곡식 김치칸 조정 가능하고 가성비 좋네요,디자인and조립성
102577,예쁘고 잘 산거 같습니다,디자인
102578,엘지협력업체 분들이 너무 완벽하게 친절히 배송 설치해 주셔서 만족합니다근데 제품은 리퍼로 의심이 드네요 냉장고 안에 지워지지 않는 소소한 자국이 있고 원래 제품이 그런건지 컴프레셔 소리가 쓰쓰약간 신경쓰이네요 설치를 워낙 잘 해주셔서 그냥 쓰려구요,소음
102579,엄청 크고 안이넓네요 많이 듷어가겠네요,공간효율성and공간효율성and공간효율성
102582,배송 일주일 걸렸어용  이리오래걸릴줄알앗음 딴거시켯을텐데 이사하구냉장고없이 일주일살았어요상품은 가격대비 무지커여 싸게잘산듯 엘지니까요,공간효율성
102584,시간도 잘 맞춰서 설치도 잘해주시고 가격 잘 저렴하게 샀어요 수납도 기존보다 훨씬 잘될것 같아요,공간효율성
102587,생각보다사이즈가 크네요,공간효율성
102588,생각보다 빨리 왔어요 설치도 빨리 끝났고요 색깔도 밝은 톤이라 집에 너무 잘어울립니다 메탈은 찍힘 자국이 난다고 해서 강화글라스로 된 S831TS35로 구매했습니다 lg라 크고 튼튼해 보입니다 믿고 잘 쓰겠습니다,디자인and디자인
102589,색상 때문에 구입했어요고급스런 화이트네요배송도 원하는 날짜에 친절하게 해주셨네오특히 설치기사님은 타사 김치냉장고 수평까지 맞춰주셨어요감사합니다필수기능들은 다갖춰좋네요,디자인
102593,17년동안 사용하던 일반 냉장고가 멈추기 직전이라 여름되기 전에 얼른 바꾸고자 알아보던 차였답니다 상냉장 하냉동매직스페이스 모델 중 기본스타일을 찾으신다면 적극 추천합니다 기존에 사용하던 것이 메탈 그레이였는데 화이트라 주변 분위기와 더 잘 어울리네요 냉장고 크기가 갑자기 커져서 답답해 보일까 염려했는데 주방이 더 환해보이고 냉툭튀의 단점을 거의 모 느끼고 있어요은은한 펄이 있어 고급스럽고 손자국도 표나지 않아요 냉장고 돌아가는 소리가 늘 시끄럽게 거슬렸는데 소음도 거의 없어 가끔씩 가까이 가서 확인해 볼 정도입니다 주문하고 2주 정도 기다렸는데 처음부터 배송이 그 정도 지연될 거라는 안내가 있어서 느리다는 생각은 들지 않았어요엘지 기사분들 너무 친절하고 성의껏 설치해 주셨답니다전혀 서두르거나 하지 않으셨고요 특히나 저희집 세탁기 설치에 이상이 있음을 발견하시고는 세탁기까지 손봐주셨답니다원하는 조건에 맞는 냉장고를 찾았는데 예쁘기까지 하고 저렴하고 기분좋게 설치가 되어 너무 좋고 감사합니다,디자인and디자인and디자인and소음and디자인
102594,배송 요청한 날에 정확히 배송되었고 설치 기사님도 친절하셨어요 정수기얼음이 가능하다는 것 때문에 구매하였는데 대만족입니다 빌트인은 아니지만 그 공간에 적당하고요 사이즈는 2인3인 정도의 가족에 적당할 것 같습니다 구매번호,공간효율성
102595,보지않고 구입한거라 걱정했는데 정말 마음에듭니다 우리집과 잘어울려요 매장에있는색상은 별로 마음에안들더라고요,디자인
102597,배송해주신 기사님들께서 너무 친절하시고 제가 원하는 시간에 딱 맞추어 배송해 주시는 세심함에 감사드립니다 소음도 없고 성능도 매우 우수 한 것 같습니다  감사합니다,소음
102599,구매번호이렇게 냉장고가 늦게 올줄 몰랐어요 이사하고 한달째 냉장고 없이 사는데 엄청 힘들었네요 그치만 워낙 폭이 큰 냉장고를 안좋아해서 기다린 끝에 이렇게 예쁜 아이가 도착했네요 배송이 늦다는거 빼고는 흠 잡을데가 없네용 건승하세요,디자인
102600,냉장고  가격대비 디자인 성능 좋아요 배송은 그리 빠르지는 않았아요,디자인
102603,배송도 친절하고 3층인데 일베를 못써서 사다리차 무상지원했 셨습니다 집이 작아서 규모가 딱이네요 2주 고민하다가 샀는데 대만족 2인가구로 충분할것같아요,공간효율성
102604,기존냉장고 낡고 좀오래돼 아기가 태어난이후 냉장 냉동식품보관이 많아져 LG디오스냉장기를 골랐습니다배송도 좀 시간이 많이 지연될줄알고 그냥기다렸고결국은 디자인도 이쁘고 수납공간도 많아서 좋아요설치기사님도 친절하시고 잘쓰겠습니다힘드신데고생하셨어요,디자인and공간효율성
102607,배송도 빠른편이고 디진인도 예쁘고 좋아요,디자인and디자인
102611,배송생각보다빠르고요 큰용량넉넉하네요,공간효율성
102614,  냉장고가 있어 급한게 아녀서 마냥 2주 기다렸어요엘리베이터와 현관 너비가 좁고 사다리차 일정도 계속 잡혀 있어서 LG가전전문기사분들이 냉장고에서 뜯을수 있는 건 다 분해하고 현관도 빼서 한시간 넘게 애쓰면서 설치해 주셨습니다배송 물량도 많아 바쁘신데 너무 안타깝고 고마웠어요냉장고 디자인이 모던 시크해서 딱 마음에 들어요 문형상이 앞으로 볼록해서 따뜻한 느낌도 받고요 문에만 반짝이는 펄든 흰색이고 옆면은 무광 도장에요 냉장 좌문에 이동박스 있어 한꺼번에 꺼낼 수 있어 편하고요 UV자외선 제균 기능 있어 안심됩니다 우문 매직스페이스는 무빙바스켓 있어 높낮이 조절해서 통사이즈대로 편하게 넣을 수 있어요 트리플LED라이팅 덕에 냉장실 환하고 냉동실은 옆쪽에만 LED라이팅 있고 슬라이딩 바스켓으로 가구처럼 넣고 뺄 수 있어 좋아요 당연히 특냉 기능도 있고요 한가지 섭섭한건 냉장실에 멀티수납코너나 접이식 선반은 없어도 아쉬운 대로 쓰지만 보통키인 저같은 사람은 슬라이딩 선반이 아니여서 안쪽 음식들을 넣고 꺼낼 때 불편하고 제일 윗선반에 넣고 꺼내는게 힘들어요 슬라이딩선반 포함된 흰색모델도 만들어 주세요,디자인and디자인and디자인
102618,디자인 이쁘고요 배송일 지정도 원활,디자인
102621,너무 이쁜 디자인 입니다,디자인
102622,냉장고가 갑자기고장나서 난감했는데  배송도 빠르고 설치도 깔끔하게 좋아요,디자인and디자인
102629,기사님이 정말 친절해서 좋았어요 글라스로 해서 더 고급스러워요,디자인
102632,가성비 찾는분께 적극 추천드립니다 사진처럼 디자인도 이쁘네요,디자인
102637, 친정엄마 냉장고가 고장이 나서 주문해 드렸는데 넓직하고 매직스페이스가 있어서 좋다고 하시네요 기존 냉장고도 수거해 가시고 기사님도 친절하시다고 하세요 잘 쓰겠습니다,공간효율성and동작편리성
102641,프리미엄 상품평 원래 안쓰는데 배송을 워낙 빨리 잘해줘서 감사의 상품평 씁니다옛날 680리터짜리 쓰다 830짜리 놓으니 앞으로 많이 퉈어나오네요 매장에서는 알수없었던 느낌그래도 번쩍번쩍 좋아요 근데 내부선반자리 고정과 선반이 좀 약해보이는게 불만이네요,안전성and안전성
102644,기존 냉장고의 냉동고가 고장나서 4월 30일 밤 늦게 주문했고 오늘 설치 및 지금 음식 넣었습니다 평일 3일만에 받다니 기대보다 더 빨라서 너무 좋네요 인터넷으로 처음 가전제품 사는거라 많이 걱정했는데 배송도 엄청 빨리오고 설치해주신 LG기사님도 너무 친절하셔서 별5개 합니다 문짝 좌우 변경과 상품 설명 관련해서 상세히 알려주시고 문제생기면 언제든 직접 해결해주시겠다는 말씀이 너무 책임감있게 느껴졌고 지금까지는 두시간 정도밖에 안되긴했지만 아무 소리 안난다고 생각할만큼 조용하네요밤되야알겠지만 추가로 주문하려고 냉장고 가격 실시간 문의했는데 판매자 고객센터가 안친절한게 문제긴한데 그래도 얼른 왔으면 좋겠네요  역시 가전은 LG입니당,소음and소음
102648,처음에는 익숙치 않아서 수납하는것도 그렇고 불편하고 별로라고 생각했는데 일주일넘게 사용해보니 수납공간 넓고 쓰기도 편하고 좋네요 디자인은 뭐 괜찮은데 애들 손자국때문에 하루종일 닦느라 바쁘다는,공간효율성and공간효율성and공간효율성and디자인
102650,주방 구조가 협소해 작은걸 며칠동안 고민후 매장에서 직접보구 재고확인후 가장빠른  배송  되는걸로 여기서 구매했습니다저는 손잡이 있는게 더 편해서오늘 제품 설치후 아주 만족합니다매장보다훨씬 저렴히 구매했어요에너지소비율도 1등급3인가족도 거뜬히 사용될듯 합니다소음은며칠동안 사용해본후 다시 올리겠습니다참 단점은 계란트레이가 작은거1개뿐  와인트렉 없습니다,동작편리성
102651,지인의 적극 추천으로 구매했는데 배송 엄청 빠르고 편한 시간을 조정해 와 주셔서 정말 감사했어요색상이랑 디자인 아주 만족스럽습니다,디자인and디자인
102652,주문번호3생각보다 많이 커요 넓어서 많이 넣어서 좋아요 메탈이랑 화이트중 1주일 넘게 고민했는데 화이트 색상 괜찮네요 아주 만족해요15년만에 바꿨는데 이것도 오래 썼으면 좋겠어요,디자인and공간효율성and공간효율성and디자인
102658,정말 맘에 들어요 아주 살짝 스크레치가 있었지만 가격과 서비스로 눈감아집니다  감사행,디자인
102659,   구매하시는데 도움이 됐으면 좋겠습니다  배송4월 15일 주문하여 5월 1일 도착15일 걸렸어요많이 기다렸지만 받아보고 아쉬운 맘이 싹 사라졌어요 설치기사님 두 분 오셔서 수거할 냉장도 몇 분만에 뚝딱 분해해서 금방 가져가셨고 설치도 금방 하셨어요 수고하셨습니다 노동자의 날에 오셨네요 사용 후기3일 사용설치하고 음식 넣기 전 첨 12시간 정도 소음이 발생해서 전에 냉장고보다 소리가 크구나 생각했는데 첨 가동할 때만 발생하고 나중은 조용했어요 전에 사용한 냉장고는 660리터여서 물건 몇 개 넣으면 찾기도 힘들도 내부도 꽉차서 힘들었는데 시원한 내부 공간 때문에 있는 물건 다 옮겨 넣어도 내부가 텅텅 비네요이렇게 60프로 정도만 유지하려고 해요또 전에 냉장고가 고장나지도 않고 1등69000원급이여서 구매를 오랫동안 망설였는데 이 모델은 3등급62000원이지만 2011년도 1등급보다 효율이 더 좋네요 고민했던 시간들이 아까워요소스 종류가 많아 자리 많이 차지 했는데 냉장고 왼쪽 수납공간이 널찍널찍해서 다 수납이 되니 좋네요냉동고에 책꽃이 넣어서 수납하니 물건 찾기도 편하고 깔끔해서 좋네요사진첨부해요설치 후 12시간 있다가 물건 넣어야 냄새 베지 않는다고 합니다 아쉬운점손자국이 남아요 심할 정도는 아니지만 손 얼룩이 좀 남아요참 문이 덜 닫혔을 때 자동으로 닫히지 않는 것은 좀 아쉬워요 차후 개선되리라 생각됩니다 다음에도 LG 냉장고를 사게 될테니까요 가전은 역시 LG인덕션 이벤트는 어떻게 되나요30일 지나서 도착했는데요받고 싶어요,소음and디자인and디자인and공간효율성and공간효율성and공간효율성and디자인and유지관리and소음and공간효율성and공간효율성and동작편리성
102661,생각보다 빨리 배송됐구요 저희 집이 작아서 설치 불가가 나올 수도 있다고 했는데 기사님들 오셔서 설치해 주시느라 너무 수고를 하신것 같아 미안한 마음이 들었어요 겨우 잘 들어왔고 냉장고는 넘 마음에 들어요 매장보다 저렴하게 구입했고요 이번 냉장고도 고장없이 오래 사용하면 좋겠어요,견고성
102662,저렴하게 잘산거 같아 좋아요 용량도 마음에 들고 정말 후회 안되네요,공간효율성
102668,이사하면서 15년만에 냉장고를 바꿨어요 4월30일 배송 원했는데 이사 당일에 배송해주셔서 너무 감사했어요 양문형에 익숙해서 아직 상냉장시스템이 어색하지만 곧 익숙해지겠죠 소음도 없고참 좋습니다  주문번호,소음
102669,양문냉장고를 구입 할려고 고민 하다가 이걸로 구매 하였음 디자인도 이쁘고 성능도 좋아요 굿 구매 확정이 늦어서 죄송,디자인
102670,유광이라해서 살짝 고민했는데 너무 고급지고 좋네요 요즘  냉장고 너무 비싼데 싼가격에 잘 사고 기사님도 너무 친철하셔서 100 만족이예요,디자인and디자인
102672,디자인 좋습니다 세련된 색상 앞으로 10년을 써도 질리지않을 색상과 디자인입니다 똑똑 노크하면 금새 음료를 찾을수있는 편리함이 좋아 그곳에 아이들 간식을 같이 넣어둡니다 냉장고 집에 들어왔을때 모두들 좋아했습니다 예쁘고 신기해서요용량은 세미빌트인이라 많이 담길 바라는분들께는 비추지만 저처럼 김치 냉장고가 별로 있고 대식구가 아니라면 추천드리고 싶네요,디자인and디자인and디자인and디자인and디자인and공간효율성
102673,디자인 보고 구매한거라 마음에 듭니다요즘 신형 냉장고들 두께가 너무 커서 집에 놓기 부담스러웠거든요문제는 문을 활짝열면 열린채로 고정이되고 조금만 열면 굳이 닫지 않아도 저절로 닫히는 게 정상인데이 냉장고 냉동고는 문 열고나면 닫기까지 잘 해야합니다이것저것 꺼내느라 양손에 들고 오다보면 문이 계속 열려있어서 꼭 확인해야 하네요,디자인and디자인
102684,어머니 세컨냉장고가 고장나서 알아보던 중 엘지 제품으로 구매했어요 어머니는 무조건 싼걸 원하셨지만 이래저래 검색해보니 회사별 가격차가 그리 많이 안 나길래 엘지로 했습니다 에너지효율 등급도 엘지가 높구요 디자인 색상이 깔끔하고 냉장칸도 넉넉합니다 냉동칸이 넓은걸 원하셨지만 일반냉장고는 다 거기서 거기라  진작 살걸하며 좋아하십니다 기사님도 친절하시네요,디자인and공간효율성and공간효율성
102687, 인기가 많은 제품이여서 그런지 주문 후 한달만에겨우 받았네요 설치기사님이 설치 잘해주고 가셨네요배송기간이 길어지고 배송일자가 확정이 오랴 걸린게 좀 그렇지만제품은 만족합니다 펄 화이트라 깨끗하고 고급스러워 보이네요,디자인and디자인and디자인
102688,아이다  bomd007 주문번호안녕하세요414일 주문 후 LG 조립 과부하로 51일 냉장고를받았습니다아쉬운점은 2주이상 늦게 받았던 것임리뷰 작성 후 별품 반드시 주세요LG 및 홈쇼핑 문제로행사기간 41430일 지났음그외 제품은 넓고 화이트 색상 밝고 너무 맘에 듭니다택배 발송 담당자들께서도 친절하고 빠르게 설치되어더 좋은건 같습니다,디자인
102694,그동안  10년넘게 사용했던 냉장고 드디어 바꿨어요 소음도 거이없어 정말좋고 생각했던것보다 용량도 작지도 않고 완전 강추합니다 구매번호6,소음
102699,4월 21일 구매해서 5월 1일날 받았네요 생각보다 배송도 빠르고 냉장고 안이 크고 넓구요 얼음판 달걀통등 기본적인 세팅이 다 되있더라구요 색도 펄이 들어가서 고급 스럽습니다 집사람이 대만족하네요 많이파세요 사은품도 부탁드려요  jaewon0808주문번호,디자인and공간효율성and디자인
102701,상품 품질이 좋아요 추천합니다크기며 수납이며 좋아요  비싸서 고민했지만고장없이 쓸수있길 바래봅니다,공간효율성
102702,배송은 5일만에왔어요 빨리배송해주셔서 감사합니다  고급스러워요 냉동칸이 냉장칸에비해 작은듯해요 원래사용하던거650와비슷한 사이즈같고냉장칸이 넓더군요 그걸제가 간과한듯 메직스페이스가 닫기가 애매해요 신경써서닫아야해오  적응이되어야겠지요 엘지거로샀으니 고장없이 오래사용하길 바랍니다,공간효율성and공간효율성
102703,빠른배송 정말정말 좋아요 냉동고도 딱 이쁘네요 감사드립니다,디자인
