리뷰 번호,리뷰 원문,카테고리
43240,넘 좋습니다단 남은시간이 보이지 않고 애벌씻기 기능이 없는게 조금 아쉽습니다그래도 엘지 오,기타
43267,아스콘냄새난다고 하더라구요 잘 알아보고 사세요,위생
43270,음 저는 SK쓰는데 녹 슬었네요물기 제거 안 해서 그런 거 같아요북면 물도 한 몫한다고 생각하네요 밑에 물 고인 부분 모서리에 녹이 슬었는데저렇게 옆 부분에 녹이 슨다는 건문제가 있어 보이는데요 요즘엔 되도록 물기 닦아 줍니다,위생
43274,언제오나했눈데 오긴오네요소리도 작고 흰색별로 안이쁘다고 별로라해서 취소할까 엄청고민했는데 저는 만족이요 딱 좋아요,소음and디자인
43285,생각보다 빨리해주셔서 감사합니다싱크대도 흰색이라 설치해놓으니 이쁘네요,디자인
43288,식기세척기 첨 써보는데 좋네요일단 색상 예뻐요깔끔하고 예쁜 화이트예요씽크대 색상하고도 잘 어울려요설치 기사님도 친절하셨어요,디자인and디자인and디자인
43299,리바트 화이트 판넬과 어울립니다,디자인
43301,너무너무 편하고 좋네요 세척력 뛰어나고 소리도 생각소다 작아요 강추합니다,소음
43313,3주정도 기다렸어요여러브랜드 고민하다가 소음이 제일 적다고해서 결정했어요처음에는 식기기 세척기에 넣는게 어려웠어요소음도 완전히 없는 건 아니지만 저녁 늦게만 안 돌리면 괜찮은 것 같고 식기도 겹치치만 않게 넣으니 정말 깨끗히 씻겨요설거지 되는 동안 다른일 할 수 있어서 너무 좋아요정말 신세계네요모든 새기계사면 설명서 정독은 필수인 것 같아요,소음and소음
43315,상세한 후기 너무 잘 봤어요 저도 이 모델을 눈여계 보던터라 도움이 많이 됩니다 질문 몇가지 드려도 될까요 1 자동문열림 때 열리는 정도가 2센티 정도라던데 그런가요 2 글 읽어보니 건조정도가 계절마다 차이가 조금 나는것 같은데 건조가 잘되는 계절에는 완벽건조가 되나요 3 그리고 식세기 돌릴때나 돌린후 냄새같은건 안나나요 지금 쓰는 식세기가 6년전 동양매직껀데 저희껀 냄새가 나거든요 은근 스트레스라서,기타and기타and위생
43323,저희 힐1차구요 다음달이면 식세기구입 딱1년 되네요설치시 소금 넣을 필요없다고 해서 지금껏 안쓰고 있구요소금 한번쓰면 계속 써야한다고 하시더라구요6개월전 청소 점검해주시는 이모님께서 정말 깨끗하다고 칭찬을 하셔서 주기적 관리 1회받고 취소했어요그 만큼 소금 안쓰셔도 괜찮다는 생각입니다세척 후 얼룩없이 깨끗하게 건조까지 완벽합니다,유지관리and유지관리and유지관리
43325,저희집도 오히려 소금쓰지말라고  하셔서 소금안쓰고 세제랑 린스 하고있어요,유지관리
43326,저희집껀 녹안슬었어요,위생
43338,저는 sk인데 3년째 사용중이지만 녹 전혀없어요 같은 북면 물인데 물때문이라고하는건 좀,위생
43340,삼성 비스포크 한표 드립니다 이뻐서요,디자인
43341,올해 초쯤 바꿨는데 녹안슬었어요 소금 안넣구요,위생
43342,오히려 소금 넣지말라 해서 안넣어 사용중인데 녹은 없어요식기세척기 녹 슨건 첨 봤어요,위생
43345,실물이더예쁘구요여가시간이 생겼습니다,디자인
43348,구모델은 아스콘이라는 마감재 때문에 냄새가 난다고 해요 엘지는 다른 마감재를 써서 냄새가 없다고 해서 확인해보았어요 참고할께요 감사합니다,위생and위생
43351,엘지 국내생산이지만 어차피 부속은 전부oem에 조립만 국내에요비싼 외산으로 가실거 아니면 비슷비슷합니다디자인이 비스포크가 예쁘죠저는 비스포크 결정했어요,디자인
43362,소금안써요 그냥 세재만써요,유지관리
43363,무동살아요 5월초설치해서 녹없이  잘쓰고 있네요  소금안넣어도 된다해서  올인원 세제하나로 사용중이예요,유지관리and위생
43366,설거지에서 해방되니 할일이 없을정도로 너무너무 한가합니다그릇도 많이 들어가고 하루종일 차곡차곡 모았다 저녁에 한번에 돌리니 짱,공간효율성and공간효율성
43367,사전 방문 포함해서 주문후 10일 설치받았어요 크기도 적당하고 흰색 색상이 오래지속되면 좋겠어요,디자인
43368,사실 아기낳으면서 모든 전기세가 올라가서 정확히는모르겠네요 누진세감안해도 전기료걱정할 수준을 아닐정도에요,기타
43372,배송기사님도 빨리오시고  조용하고 설거지 능력도 뛰어난것같습니다,소음
43376,1 2센티 정도 인거 같아요 더 열려도 좋겠지만 만족합니다2 여름에는 확실히 린스를 사용해야 더 바짝 말랐는데  날이 더 추워지니 쬐금더 잘되는거 같긴 해요3 애벌 설거지를 꼭 하고 넣어서인지 지금까지 냄새는 안나는거 같아요  도움이 되시길,위생
43382,결과지도 보시구요같은물에  같은제품소금  안넣어도  녹 안슨집  많다고항의해보셔야겟어요,위생
43391,한창 카페 중심으로 식기에 얼룩 남는 결함있다고 글 올라왔는데 인터넷 대응팀이 잘해서인지 소문 안나더니만 저문제였군요,위생
43394,차 편한 세상입니다 깨끗하게 설거지가 되네요 소음도 적고 남은 시간 표시되니 여유도 생기고 끝나면 자동으로 열려져 건조도 되구요  식세 이모 덕에 설거지에서 해방,소음and정보성and동작편리성
43410,색깔 부엌이랑 잘 어울리고 고급져 보입니다사용해보니 식기도 잘 세척됩니다설치하는데까지 기간이 좀 걸렸지만 친절히 잘 설치해주셨어요좋은가격에 잘 구입한듯,디자인and디자인
43425,진짜 큰 도움 받고 갑니다 딱 엘지와 밀레 지금 고민중이었고 물얼룩이나 용량때문에 밀레로 가야 하나 싶었는데 어차피 다 생기는 물얼룩이라면 세제를 머리써서 잘 써봐야겠네요 감사해요 아 그리고 혹시 엘지 잠시 쓰셨을때 경험을 비추어 4인 쓰기엔 어떨까요 작을지 의견 부탁 드려도 될까요,위생
43427,다른 조치는 못 받으셨나요오오오오오오 저 오늘 이것땜에 서비스엔지니어링 기사분 오셨는데 원래 나는 소리다 라는 말만 반복저는 식기세척기가 워낙 조용해서 작동중인지 아닌지도 모르게 사용하고 지내다가 정제염을안써서 문제가 있는 제품인지도 몰랐어요교체받고 작동되는 우렁찬 소리에 너무 스트레스를 받고닜습니다,소음and소음
43431,저 지금 식기세척기 사야하나 고민인데 생각보다 꽤 많이 들어가네요저희집도 설거지가 항상 많이 쌓여서 식기세척기 정말 탐나요,공간효율성
43442,소음 좀 있죠 저도 이상하다고 생각했는데 들리지 않던 소음이 좀 있었어요 그때그때 좀 다르긴한데 기분탓인지 소리가 좀 나요,소음and소음
43449,디자인 색상 편리함 너무 마음에 듭니다식기세척기 정말 좋습니다,디자인
43453,같은 문제로 교체받고 소음 문제로 스트레스 받고 있는데 혹시 제품 교체 받고 기능이 다 동일 한가요,소음
43454,sk 트리플케어보다 많이 들어가요가격도 싸고 아주 만족합니다,공간효율성
43472,제품 디자인도 좋고 편리하세요,디자인
43475,저희는 소금 안넣어도 저정도 얼룩은 아닌데  세제를 바꿔보셔요,위생
43523,제품이  아주 맘에 들어요세척 및 디자인도 저말 좋아요,디자인
43540,움 혹시 물때냄새물비린내 나지 않나요,위생and위생
43567,마감만 깔끔하게 나오면 빌트인이 더  좋을거 같긴한데  하부장은 어떻게 하셨나요,디자인
43568,디자인 깔끔하고 성능도 좋고 너무 편해요 강추,디자인
43569,넵 고객들이 걸레받이 안자르는 모델에 대한 요구도가 좀 있어서 이번에 시간 표시창 디스플레이를 앞으로 빼면서 프리스탠딩 말고 빌트인도 출시했다고 해요,시인성가독성
43572,근데 프리스탠딩도 예쁘네요,디자인
43575,흰색 비인기라 망서렸지만 우리집 싱크대가 올드학 색상이라 흰 식기세척기가 분위기 업해주는 효과 있습니다설치기사님 친절하시고 아주 만족 스러워요,디자인
43587,배송예정일이 갑자기 바뀌어서 장공사 후 일주일 후에나 받을 수 있었어요 첨엔 불만이 컸는데 판매자분이 잘 응대해주셔서 괜찮았어요 성능도 너무 좋고 디자인도 깔끔해요 추천합니다,디자인
43589,질문좀 드려요  표준모드로 김치통을 세척한후로 김치냄새가 진동합니다 구매후 2번 사용했고요  같은모델인데 팁이 있을까요 그리고 타파아닌 플라스틱 용기는 넣음 안되나요,위생
43592,좋죠 가스 냄새안나고 라면 물 끊이는대 1분 안걸리는거 같아요디자인적으로도 훨 예쁘구요,디자인
43596,정제소금남아있고 가루세제 린스까지 사용하면 저런 얼룩남은적 없었는데 이상하네요위에분처럼 한두방울 물방울이 맺혀있다 흘러내리는정도소금없을때 딱 저런현상이고 최근에 제가 액체세제로 한번써봤는데 얼룩이 생겨 다시 가루로 바꾸긴했는데 저 얼룩하곤 틀렸어요아니면 세제나 린스를 다른걸로 바꿔보세요,위생
43598,저희집도 남긴 한데 두세방울 정도 고여잇다 흐르는 수준이긴 해요 린스가 얼룩제거효과있다던데 한번 확인 해보세요,위생
43625,아주 좋아요 기존꺼보다 조용하고 아스콘 냄새도 없습니다,위생
43637,설겆이안해편하고  디자인예쁘고  아주좋아요  세척기가돌고있는지 모를정도조용합니다,디자인and소음
43645,기사님 통화하니 대부분 조금씩은 얼룩이 진다는데 아파트 물 특성탓인가 했네요물얼룩 거의 없는편인가요,위생
43647,10월31일 주문하고 오늘 설치했습니다 딱10일 걸렸네요매장에서 볼 때보다 훨씬 깔끔하네요설치기사님 매우 친저라셨어요 사용법 주의사항도 꼼꼼히  알려주셨어요설치하고 바로 사용해 봤는데 조용하고 좋네요,소음
43686,표준코스만으로도 문열릴때보면 뜨거운김 나오고 세척잘되요 스팀보단 잔여 세제량이없도록 헹굼추가가더좋을듯해요 전 임직원으로산거라 스팀있는것샀지만 24만가격차이라면 모실 수 있는 이모님 한제품을 더 들이시는것 추천요,안전성
43725,일단 디자인이 너무 깔끔하고 예쁩니다 설치도 잘되었어요,디자인and디자인
43728,이쁘네요 가격도 괜찮구 저두 내년에 애기나오기전에 살까하는데 애기 있으면 특별히 더 좋은가요,디자인
43749,예쁘고 소음없고 내부 구조도 맘에 듭니다,소음and디자인and공간효율성
43754,사전답사 하루만에 설치를 받게 되었네요엄청 빨라서 놀랐고 신속하게 설치받고 바로 써봤는데좋네요소음이 거의 없다시피해요물틀고 싱크대에서 설거지 하는것보다 조용했어요주방에서 설거지 하면 거실티비 볼륨을 키웠어야 했는데세척기는 그럴일 없을만큼 조용조용해요마지막에 끝나고 울리는 알림소리도 켜고 끌수 있어 좋네요저녁 늦게 사용해도 조용합니다다만 사은품 세제는 품절되어서 못받아서 아쉽네요,소음and소음and소음and공간효율성
43773,식세기 lg 걸작이라던데 갖고 싶음디자인도 깔끔,디자인
43781,소음은 이것도 별 신경안쓰일 정도예요다만 끝나면 세탁기랑 같은 알람 소리나요,소음and사운드
43789,삼성 비스포크 쓰는데 신세계입니다 특히 소음이 0에 가까움 타브랜드 대비 특히 조용함소고기 육개장 기름같은거 흔적도 없이 뽀득거림,소음
43796,부모님댁에 설치할려고 주문했는데 기사님이 친절하게 항상 연락주시고 빠르게 배송스케쥴 잡아주셔서 너무 감사했어요타회사 모델 자동문열림있는것과 가격차이 2030정도 났지만그래도 Lg  기술력과 서비스 믿고 샀는데 수저칸 분리되어있는것도 마음에 들어하시구부모님이 좋아하시네요  하부장 규격장일경우 분리서비스도 무료였는데 빠르고 친절했고  멀리있어 가보지는 못했지만기사님이 설명도 잘해주시고 너무 감사합니다역시 가전은 엘쥐입니다,공간효율성
43800,배송기사님이 오셔서 잘 설치 해주셨습니다 이쁘네요 감사합니다,디자인
43843,가끔 식당가면 수저세트에 있는 물자국 같은건 안생겨요스팀하고 마르면 그 과정에서 생길까봐 의문이네요,위생
43854,맞아요 진짜 보기에도 깔끔한거같아요 빌트인 되시길 바래용,디자인
43860,자동문열림 100도 스팀 아주 좋네요,동작편리성
43867,소음없고 잘씻기고 잘건조되는편이고너무너무 만족해요,소음
43881,첨에 설치되고서 작동시키는데 로딩 시간이 좀 걸리는지 몰라 이게 작동이 되는 건가 하고 한참을 헤매었네요 그릇이 조금 모여야 하고 지금은 애벌 설거지 조차 다소 귀찮아지려 하지만 설거지를 하고 주방 뒷정리를 하는 시간이 확연히 줄었음은 분명합니다 그리고 물얼룩이 아예 안 남지는 않아서 그 부분은 살짝 아쉬워요 오래오래 고장 없이 잘 썼으면 좋겠네요,위생
43889,오 주문 하셨군요 저도 아이보리장과 진한색이 어울릴까 했는데 위 상판이 검정이라 잘 어울리네요 요긴하게 잘 쓰시길 바래요,디자인
43906,흰색이 인기가 없는지 오프라인 매장에선 찾기힘들더라구요 근데 인터넷으로 같은제품에 흰색으로 더 저렴하게 구매했어요 성능은 뭐 위심할거 없구요 설치기사님 너무 고생하셨소 엄청 친절하셨어요 대만족 입니더,디자인
43908,화이트 주방장에 너무 이쁜 식기세척기이네요저도 주방하부장이 화이트인데 님하고 같은 비주얼이 나올듯해서 기대됩니다,디자인
43911,저 위 모델 이번 빅스때 123만원에 샀어요 적립 되는 카드 있으면 120만원이었능데 전 없어서 패스했거든요 가끔 핫딧가 뜨는거 보면 이정도하더라구여 150만원대는 매장가격이에요 그리고 저건 그냥 색상차인거같아요 크림색도 이쁘네요,디자인
43927,엘지식기세척기 후기좀 알려주세요  전기및 수도세 차이 없이 관리비 나오나요   소음이 적은가요,기타
43935,색상 좋아요식세기 이모님 너무 좋습니다  쵝오에요,디자인
43942,배송이 늦는다는 문자받았는데생각보다 빨라서 좋았어요5식구 설거지하려면 시간도 오래걸리고 힘들었는데지금은 설거지 걱정없어 너무 편합니다건조기에 이어 다시 신세계를 경험하고 있는중입니다,기타and기타
43955,22저도 그릇없는날은 더 소리가 나는듯해요,소음
43970,종료음 나면 남편이 뭐돌아가고 있었냐고 물을 정도였는데 이게 뭔가요  이대로 계속 써야되면 외출때만 써야될 물건이에요 절대적인 소리는 세탁기 건조기가 더 클수도 있는데 듣기 싫은소리는 식세기가 압도해요,소음
43973,전 첨부터 세탁기 소리 나더라구요 제꺼도 문제가 있는건가봐요,소음
43977,저희 친오빠네 보고와 다르다 했어요 소음이 없어서 놀랐네요,소음
43998,넘 속상하시겠어요저도 더 쓰다보면 그럴까 걱정되네요 전 식세기 첨에 설치하고는 이게 돌아가고있나 싶을 정도로 귀를 대야 겨우 소리 들리더니 몇달 지나니 소리가 커지긴 했어요 이게 점점 더 커지나봐요,소음and소음
44001,원하는 날짜에 잘 받았어요바로 전 모델쓰다가 이사하며 두고왔어요 업그레이드된거 쓰고싶어서 자동문열림 기능과 맨위 수저칸이 설거지를 한층 더 편하게 해주었어요,동작편리성
44026,엘지네요역시 삼성은 왜이리 디자인이 좋을까요,디자인
44045,살짝여심되요진한색으로하셨네요예뻐요,디자인
44062,2월부터 쓰고 있는데 이렇게 소리 안나요 넘 시끄러운데 정상이래요,소음
44073,건조기나 세탁기소리같아요,소음
44099,외부 액정으로 남은 시간 표시 기존 제품은 빌트인으로 하면 싱크대 하부 걸레받이를 잘라내야하는데 이건 걸레 받아 안 잘라도 된대요,시인성가독성
44115,2일에 주문하고 4일에 물건받았어요배송도 빠르고기사님도 친절하셨어요 사설 업체가 아닌 lg기사님이 직접 오셔서 설치 해주셔서 더 안심됐어요설치는 간단했구요타공 구멍크기에 조금 걱정 했는데기사님이 타공하지 않고그냥 설치해주셨어요그리고 생각보다 커서 좀 놀랬어요오늘 사용해 봤어요물에 뿔려서 애벌해주고 안에 수납해서 실행해 봤어요시간은 1시간 40분 걸렸고끝나고 나서 생각보다 그릇이 뜨겁고 소독된 기분이였어요수세미로 애벌을 해준 덕분인지 생각보다 깨끗하게 잘 씻기고 행궈졌구요lg제품은 오늘 처음 써보고 타사 제품은  써보지 못해서 아직은 잘은 모르겠지만고장 없이 잘 작동 됐으면 하는 바람입니다단점생각보다 소음이 있어요소형 세탁기 돌리는 기분이에요자동 열림 기능이 없어서 안에 물기가 좀 남아 있어서 끝난뒤 세척기를 열어 줘야 해요번거로운 애벌세척이 필수인점 애벌을 하지 않으면 음식물 찌꺼기가 끼여서 세척기 배수구가 막히거나 세척기 고장이 날수 있다고 해요그리고 처음 쓰시는 분들은 그릇 배치가 쫌 어렵다는 단점생각보다 전 테트리스가 힘들 더라구요공간 칸이 접시칸은 좁고다른 칸은 익숙하지 않아서 조금 힘들더라구요마지막으로 냄비나 후라이팬 밥솥 은 다른 식기 그릇들과 함께 세척할수 없거나 사이즈가 들어가지 않는다는 점입니다식구가 좀 있으신분이나 그릇이 많이 나오는분은 12인용을 추천 드려요,소음
44121,남은 시간 표시된다는것 같은데 잘은 모르겠어요제일 큰건 빌트인이되는거죠왜 엘지는 빌트인 모델이 이거 하나뿐인지,정보성
44122,기다리던 모델인데 덕분에 잘 구매했습니다  sk 식세기 쓰다가 9개월차에 환불 후 LG 식세기만 기다렸네요 빌트인이 잘되기만을 바래야겠네요 20년도 신형은 손잡이 전면에 남은 시간 led로 표시 되는거 밖에 없다고 하네요,정보성
44130,색상 고민하다 화이트로 결정하고 주문했는데 약 10일정도 걸린거 같아요 조금 더 일찍 받을 수 있었는데 설치확인 하러 오신분이 싱크대 업체 연결을 늦게 해주시는 바람에 늦어졌네요 저희는 전기렌지를 사용하는데 전기렌지 아래 식기세척기를 설치할꺼라 상판을 추가 구매해서 올리는 작업을 했네요 싱크대 상판이 낮아서 겨우겨우 들어갈 수 있는 자리 마련해 주셨어요 다음날 오전에 식기세척기 설치해 주시고 설명도 잘 해주셨는데 전 기계치라 표준만 사용하네요 소음도 적고 그릇도 많이들어가고 다 마음에 드는데 색상을 진한걸로 했어도 예뻤겠다하는 후회가 살짝 들었네요 아직 그릇 집어 넣는게 능숙하지 않아서 오래 걸리지만 기름기도 잘 지고 깨끗하게 세척되는거 보니 기분 좋아집니다 저희집 모든 가전이 LG라 핸드폰에 ThinQ 에 등록했네요,공간효율성and공간효율성and소음and디자인and동작편리성
44140,12인용 사고싶었지만 부엌이 워낙 좁아서 빌트인이 힘들것같아 6인용으로 샀어요 없는것보단 있으니 좋긴하네요 설거지 시간을 조금은 줄일수있어요세척도 잘됩니다 근데 LG가 그나마 소음이 적다고해서 샀는데 생각보다 소리가 많이나네요,소음
44168,세척이 끝나면 거품이 많이 남아있네요 왜그런지 서비스 받아야할지 원,위생
44169,예쁘네요 색이 맨하탄,디자인
44172,몰딩 길이가 짧아서 그런거죠 스탠딩이 깔끔해보이긴 해요,디자인and디자인
44200,앗 저희집도 오늘 설치했는데 같은날 했네요 이쁩니다,디자인
44238,아주 깔끔허니 예쁩니다 손에 물 안묻히고 잘 쓸게요,디자인and디자인
44279,저도 화이트 하부장인데 블랙 넣었어요포인트되고 고급스러워요,디자인and디자인
44283,지나가다 도움되실까봐 글남깁니다 최근에 세제 관련 프로쉬 레몬향을 써본이후로 냄새가 덜 발생되더라구요  LG전자 문의시에도 동일답변을 얻어서요 좋은하루되세요,위생
44291,부모님댁에 하나 놔드렸습니다 장 크기가 안 맞아서 조금튀어나오긴 했는데 설치는 잘되서 사용하기 좋습니다가전은 역시 LG네요조용하고 세척력도 좋아요,소음
44293,이름 말고 디자인을 베꼈다고요,디자인
44302,아파트입주할때 엘지로 하려구 옵션 신청안했는데오브제로 해야겠어요너무 이쁘네요,디자인
44311,빌트인이라 깔끔하고 이쁜데 전세 살고있는 중이라 불가하겠네요,디자인and디자인
44312,괜찮을 것 같더라고요비스포크식 디자인에 삼성은 미디어 위탁생산이라 좀 못미더운데 비싸고가격만 적당히 나온다면 식세기 스팀 열처리도 엘지꺼만 되서,디자인
44339,화이트 식기세척기 완전 제맘에 쏙 드네여,디자인
44340,티비에서 광고 많이 나오는 엘지 오브제오늘도 드라마보다가 중간에 나오는데 어찌나 눈길이 가던지여심 다 흔들고 난리에요 진짜 식기세척기 이렇게 이뻐도 되냐구요 디자인 값이 좀 많이 붙은 감이 없지않아 있어도눈길이 가는건 사실이네요,디자인
44342,오브제 워시타워 계약하구왔어요 크림색 앤 핑크조합이요넘나 이뻐서 매장 세번갔다가 스타일러같이사니 90만원 캐시백행사하네용,디자인
44365,저도 혹시나해서 다시찾아보니 프리스탠딩은 1등급 왠만하면 다 있고 키친핏은 1도어 냉장냉동김치냉장도 들만 1등급 있고 4도어2도어는 2등급부터 있네요 아마 사셨을때랑 달라졌을수도 있을것같아요  저는 1도어 냉장냉동 붙여서 쓰는데 그전냉장고가 너무오래됐던거라 그런가 소음크게 안느껴졌는데 상대적인가봐요,소음
44383,요즘 식기세척기가 대세더라구요설거지도 편리하지만 스팀으로 살균 소독까지  주방에서 설거지만 하지않아도 얼마나 좋을지 상상만해도 편해요 디자인이 고급지고 예뻐서 더 탐나는 제품이기도 하네요,디자인and디자인
44387,요새 비스포크때문에 식세기는 삼성 이미지가 강했는데 엘지식세기도 예쁘네요,디자인
44389,와 기능도 기능이고 디자인이 진짜이쁘네요,디자인
44418,식기세척기가 정말 예쁘게 생겼네요,디자인
44432,빌트인이라 일쳬감있고 좋으네요디자인과 색상이 이쁘네요냉장고와 더불어 주방을 편리하게 만들어주는 인기템중 하나인데 고를때 신중하게 잘 골라야될텐데정말 유용하고 유익한 정보 감사합니다 100만원대 초중반을 형성하고 있으면 가성비가 조금 자세하고 꼼꼼한 설명이네요링크 걸어주신것도 참고할게요연구원서 실험한 결과를 보니 믿음이 가네요솔직히 식기세척기도 건강과 밀접한 관련이 있다고 생각합니다 음식찌꺼기 세균 등등 그리고 세제의 잔류성분들도 완벽하게 제거가 되어야 하니까요세계적으로 알아주는 대한민국의 가전 기술력,디자인and디자인
44435,새집에 인테리어랑 잘 어울리네요,디자인and디자인
44442,비스포크 디자인때문에 끌리는데 성능때문에 L사 거 고민하는 사람은 바로 넘어갈것 같아요비스포크보면서 L사도 좀 예쁘게 만들지 싶었거든요,디자인
44448,디자인은 무조건 삼성,디자인
44449,디자인 예쁘게 나왓네요 식세기 쓰시는분들 자동문열림 기능이 그렇게 좋다고 하더라고요,디자인
44463,근데 엘지오브제 예쁘네요,디자인
44488,전 인덕션 제외하고 다 엘지라 컬러를 비슷하게 다 맞췄어요,디자인
44494,자동문열림 건조 좋은데영,동작편리성
44504,와 오브제 이쁘네요  렌탈할려고했는데  사야하나,디자인
44556,깔끔 예뻐요몇주걸려서하신거세요 올화이트 부럽습니다,디자인
44557,역시 LG식기세척기가 좋네요 주방 일의 반을 덜어주는겅 같아요 색깔도 마음에 들고,디자인
44562,설치기사님도 주방기사님도 너무 빠르고 친절하게 설명해주심 너무 이쁘고 세척도 좋고 매장시연제품보다는 조용하고 좋네요,디자인and소음
44577,식기세척기 없이 어떻게 살았는지 기억이 안나요그릇 매일 3456개 만큼 쓰는 듯 소주먹고 왔음 물 한번 마시고 설거지 통에 담궈놔도 화 안나요기름에 쩔어잇는거에 다른 그릇 엎어도 화 안나요몸에 화가 많이 줄어들었어요역시 화는 제 탓이 아니에요 세상 탓그걸 해결해주는건 전자제품기사님도 매우 친절하시고 설치도 빠르고 사용은 더 맘에 들어요식기세척기에 그릇넣으면 뭐 두시간씩 걸려서 첨엔 아 손으로 하는게 더 빠르겠네햇는데 사실 그시간동안 서있는거 아니고 저는 누워있을거니까애벌세척안하고 넣어도 된다던데 요즘은사실 안에 거름망 청소하기 힘들까봐 또 안에서 냄새날까봐한번도 그래본적은 없고싱크대에 그릇 쌓여있을때 물에 대충 헹궈서 넣어도뽀득뽀득 깨끗한 그릇을 만날 수 있어요최고역시 돈은 돈값을 합니다 빨리 살수록 삶의 질이 올라가요밤에 자기전에 돌리고 자면 아침엔 깨끗한 그릇이 절 반겨요집에 돼지가 많아서 짜증났는데 그나마 화가 좀 풀렸어요 식세기 최고사기전에 삼성 비스포크냐 sk매직 가성비 제품이냐 그래도 가전은 역시lg이냐 많이 고민했는데먼저 외국 식세기 밀레나 월풀 기타 등등 따로 전기 공사해야된대서 노관심 그리고 아무래도 말통하는 기기가 좋음삼성 비스포크랑 비교하기엔 살 당시 비스포크가 출시는 했지만 광고를 안해서 관심이 그다지 없엇고요sk매직은 뭔가 전에 제품기억이 좋지가 않았어요오래쓸거면 lg라는 브랜드가 머리에 각인이 잘되있어서 요걸로 구매 아 그리고 한가지 단점이 있는데요 이 모델의 경우 잔여 시간 나오는게 음 닫는 순간부터 안보여요틈새로 째려보면 보이긴 하는데 보면 눈아픔그래서 그냥 돌려놓고 잊는 편입니다핸드폰에 엘지 LG ThinkQ 어플깔면 된다는데 귀찮아서,유지관리and정보성
44585,한 열흘 지나 받았네요 친절히 설치해주셨고 소음적게 잘 사용중입니다 아이들 식판은 생각보다 세워서 닦기가 힘드네요 가벼운 플라스틱 용기나 컵도 잘 안 세우면 물이 채워져 있기도하고요 그러나 확실히 설거지시간을 벌었습니다,소음
44586,최고에요 습진 때문에 설거지가 증말 일이였는데 식기세척기 구입 후 아주 삶의질이 많이 높아졌어요설거지 거의 안하는 남편도 알아서 세척해 넣어두고 애벌세척 안해도 된다는데 저는 거름망에 찌꺼기 끼는게 싫어서 흐르는물에 대강 헹구고 넣는데 김치국물이나 기름때는 당연 잘 닦이고 냄새도 훨씬 좋아요고민하시는분들은 진짜 강추입니다 식세기 한번 돌리는 1시반 반정도 걸리는데 그래서 설거지 조금 모아서 돌리는편이에요 증말 잘산 가전입니다,위생
44606,사용한지 일주일 되었어요저녁먹고 여유가 생겨 너무 행복합니다 슬쩍 헹구어 넣고 건조대에 쌓여있는 설거지를 보지 않는것도 넘 좋아요 배송은 일주일 좀 넘게 걸렸고 기사님도 친절하셨어요 실버 색상 넘 이쁘게 잘 나왔습니다,디자인
44621,마트에서170정도 하던데 너무 저렴하게 구입한데다가 미리 엘지기사님이 사전방문 하시고 날짜 잡고 설치 했습니다싱크대 빼고 세척기 넣고 행사기간인지 설치  다 무료고 가스렌지 밑에 받침만 3만원 들었어요 이렇게 저렴하게 설치할지 몰랐는데거기다 기사님들 얼마나 친절하시고솜씨가 좋으신지너무 이쁘게 설치해주시고사용법도 가르쳐주시고 경도테스트까지 해주시고감동감동이예요소문대로 세척도 잘되고 소리도 작아요 주신 린스와 세제도 잘쓰겠습니다,소음
44628,배송이 생각보다빨리왔어요 원하던 흰색이 좋아요 작동잘 되네요,디자인
44635,일주일 사용했는데  시간적으론 확실히 편해졌어요  맞벌이 가정엔 강추해요  진작에 쓸걸 그랬단 후회가 돼요  생각보다 소음있고  어떤그릇은 깨끗하게 안닦이네요 다른식기세척기보다  디자인때문에  엘지 선택했어요 문열림자동기능이 있었다면 더 좋았을거같아요,소음and소음and디자인
44650,안에 많이 넣으면 헹굼이 잘 안되고 밥풀도 잘 안떨어져요불림기능 이런거 다써보고하는말이구요 살짝씩은 애벌은 해줘야해요 글구 건조가 빠삭 잘 안돼요단점은 이렇고 장점은 넘 편하고 삶의질이 높아져요소음도 적고 물냄새도 안나요 세제 반으로 잘라도 잘 돼요,소음
44651,자동문열림이랑 열탕 소독가능만 있으면 구형도 괜찮은것 같아요,조작편리성and조작편리성and조작편리성
44655,옹 12인용은 소리도 많이 안커,소음
44672,색상도 예쁘고 깨끗하게 세척도 잘 되네요,디자인
44680,디자인도 너무 예쁘고 편리하네요 소음도 없어서 처음에는 안움직이는 줄 알았어요 2주정도 걸린거 같은데 생각보다 빨리 설치되었오요 기사님도 너무 친절하세요 고민하시는 분들에게 추천 드릴게요  세제랑 린스는 주시는데 소금은 안주셔서 조금 미리 준비해놓으면 좋으실거 같아용,디자인and디자인and소음
44687,나도 어제 처음으로 식기세척기 돌려봤는데 생각보다 소음이 크긴 했지만 밥먹고 편히 앉아 쉴수 있어서 좋았엉,소음
